Match ID,Season,Round,Home Team,Away Team,Home Coach,Away Coach
2024-2025_1974,2024-2025,8,MUN,BRE,erik ten hag,thomas frank
2024-2025_1975,2024-2025,8,NEW,BHA,eddie howe,fabian hurzeler
2024-2025_1976,2024-2025,8,SOU,LEI,russell martin,steve cooper
2024-2025_1977,2024-2025,8,BOU,ARS,andoni iraola,mikel arteta
2024-2025_1978,2024-2025,8,WOL,MCI,gary o'neil,pep guardiola
2024-2025_1979,2024-2025,8,LIV,CHE,arne slot,enzo maresca
2024-2025_1980,2024-2025,8,NFO,CRY,nuno espirito santo,oliver glasner
2024-2025_1981,2024-2025,9,LEI,NFO,steve cooper,nuno espirito santo
2024-2025_1982,2024-2025,9,AVL,BOU,unai emery,andoni iraola
2024-2025_1983,2024-2025,9,BRE,IPS,thomas frank,kieran mckenna
2024-2025_1984,2024-2025,9,BHA,WOL,fabian hurzeler,gary o'neil
2024-2025_1985,2024-2025,9,MCI,SOU,pep guardiola,russell martin
2024-2025_1986,2024-2025,9,EVE,FUL,sean dyche,marco silva
2024-2025_1987,2024-2025,9,CHE,NEW,enzo maresca,eddie howe
2024-2025_1988,2024-2025,9,CRY,TOT,oliver glasner,ange postecoglou
2024-2025_1989,2024-2025,9,WHU,MUN,julen lopetegui,erik ten hag
2024-2025_1990,2024-2025,9,ARS,LIV,mikel arteta,arne slot
2024-2025_1991,2024-2025,10,NEW,ARS,eddie howe,mikel arteta
2024-2025_1992,2024-2025,10,BOU,MCI,andoni iraola,pep guardiola
2024-2025_1993,2024-2025,10,IPS,LEI,kieran mckenna,steve cooper
2024-2025_1994,2024-2025,10,LIV,BHA,arne slot,fabian hurzeler
2024-2025_1995,2024-2025,10,NFO,WHU,nuno espirito santo,julen lopetegui
2024-2025_1996,2024-2025,10,SOU,EVE,russell martin,sean dyche
2024-2025_1997,2024-2025,10,WOL,CRY,gary o'neil,oliver glasner
2024-2025_1998,2024-2025,10,TOT,AVL,ange postecoglou,unai emery
2024-2025_1999,2024-2025,10,MUN,CHE,ruud van nistelrooy,enzo maresca
2024-2025_2000,2024-2025,10,FUL,BRE,marco silva,thomas frank
2024-2025_2001,2024-2025,11,BRE,BOU,thomas frank,andoni iraola
2024-2025_2002,2024-2025,11,CRY,FUL,oliver glasner,marco silva
2024-2025_2003,2024-2025,11,WHU,EVE,julen lopetegui,sean dyche
2024-2025_2004,2024-2025,11,WOL,SOU,gary o'neil,russell martin
2024-2025_2005,2024-2025,11,BHA,MCI,fabian hurzeler,pep guardiola
2024-2025_2006,2024-2025,11,LIV,AVL,arne slot,unai emery
2024-2025_2007,2024-2025,11,MUN,LEI,ruud van nistelrooy,steve cooper
2024-2025_2008,2024-2025,11,NFO,NEW,nuno espirito santo,eddie howe
2024-2025_2009,2024-2025,11,TOT,IPS,ange postecoglou,kieran mckenna
2024-2025_2010,2024-2025,11,CHE,ARS,enzo maresca,mikel arteta
